0	0	48
0	0	52
0	0	56
0	0	60
0	0	64
0	0	68
0	0	72
0	0	76
1	0	80
2	0	83
3	0	86
4	0	89
5	0	92
7	0	95
9	0	98
12	0	101
15	0	104
18	0	107
21	0	110
24	0	113
27	0	116
30	0	118
33	0	120
36	0	122
39	0	124
42	0	126
45	0	128
48	0	130
51	0	132
54	0	134
57	0	136
60	0	138
63	0	140
66	0	142
69	0	143
72	0	144
75	0	145
78	0	146
81	0	147
84	0	148
87	0	149
90	0	150
93	0	151
96	0	152
99	0	153
102	0	154
105	0	155
108	0	155
111	0	156
114	0	156
117	0	157
120	0	157
123	0	158
126	0	158
128	0	159
130	0	159
132	0	160
134	0	160
136	0	161
138	0	161
140	0	162
142	0	162
144	0	162
146	0	162
148	0	162
150	0	162
152	0	161
154	0	161
156	0	160
158	0	160
160	0	159
162	0	159
164	0	158
166	0	158
168	0	157
170	0	157
172	0	156
174	0	156
176	0	155
178	0	154
180	1	153
182	1	152
184	1	151
186	1	150
188	1	149
190	2	148
192	2	147
194	2	146
196	3	145
198	3	144
199	4	143
200	4	142
201	5	140
202	5	138
203	6	136
204	6	134
205	7	132
206	8	130
207	9	128
208	10	126
209	11	124
210	12	122
211	13	119
212	14	116
213	15	113
214	16	110
215	17	106
216	18	102
217	19	98
218	20	94
219	21	90
220	22	85
221	23	80
222	24	75
223	26	70
224	28	65
225	30	60
226	32	55
227	34	50
228	36	46
229	38	42
230	40	38
231	42	35
232	44	32
233	46	29
234	48	26
235	50	24
236	52	22
237	54	20
238	56	18
238	58	16
239	60	14
239	62	12
240	64	10
240	66	9
241	68	8
241	70	7
242	72	6
242	74	5
243	76	4
243	78	4
244	80	3
244	82	3
245	84	3
245	86	2
246	88	2
246	90	2
246	92	2
247	94	1
247	96	1
247	98	1
248	100	1
248	102	1
248	104	0
249	106	0
249	108	0
249	110	0
250	112	0
250	114	0
250	116	0
251	118	0
251	120	0
251	122	0
251	124	0
252	126	0
252	128	0
252	130	0
252	132	0
252	134	0
252	136	0
252	138	0
252	140	0
252	142	0
252	144	0
252	146	0
253	148	0
253	150	0
253	152	0
253	154	0
253	156	0
253	158	0
253	160	0
253	162	0
253	164	0
253	166	0
253	168	0
253	170	0
253	172	0
253	174	0
253	176	0
253	178	0
253	180	0
253	182	0
253	184	0
253	186	0
253	188	0
253	190	0
253	192	0
253	194	0
254	196	0
254	198	0
254	200	0
254	202	0
254	204	0
254	206	0
254	208	0
254	210	0
254	212	0
254	214	1
254	216	2
254	218	3
254	220	4
254	222	5
254	224	7
254	225	9
254	226	11
254	227	13
254	228	15
254	229	18
254	230	21
254	231	24
254	232	27
254	233	30
254	234	34
254	235	38
254	236	42
254	237	46
254	238	50
254	239	55
254	240	60
254	241	65
255	242	70
255	243	75
255	244	81
255	245	87
255	246	93
255	247	99
255	248	105
255	249	112
255	249	119
255	250	126
255	250	133
255	251	140
255	251	148
255	252	156
255	252	164
255	253	172
255	253	180
255	254	189
255	254	198
255	254	207
255	254	216
255	255	225
255	255	235
255	255	245
255	255	255
