0	0	255
0	8	255
0	16	255
0	24	255
0	32	255
0	39	255
0	46	255
0	53	255
0	60	255
0	67	255
0	74	255
0	80	255
0	86	255
0	92	255
0	98	255
0	104	255
0	110	255
0	116	255
0	121	255
0	126	255
0	131	255
0	136	255
0	141	255
0	146	255
0	151	255
0	156	255
0	160	255
0	164	255
0	168	255
0	172	255
0	176	255
0	180	255
0	184	255
0	188	255
0	192	255
0	195	255
0	198	255
0	201	255
0	204	255
0	207	255
0	210	255
0	213	255
0	216	255
0	219	255
0	222	255
0	225	255
0	227	255
0	229	255
0	231	255
0	233	255
0	235	255
0	237	255
0	239	255
0	241	255
0	243	255
0	245	255
0	247	255
0	249	255
0	250	255
0	251	255
0	252	255
0	253	255
0	254	255
0	255	255
0	255	255
0	255	254
0	255	253
0	255	252
0	255	251
0	255	250
0	255	249
0	255	247
0	255	245
0	255	243
0	255	241
0	255	239
0	255	237
0	255	235
0	255	233
0	255	231
0	255	229
0	255	227
0	255	225
0	255	222
0	255	219
0	255	216
0	255	213
0	255	210
0	255	207
0	255	204
0	255	201
0	255	198
0	255	195
0	255	192
0	255	188
0	255	184
0	255	180
0	255	176
0	255	172
0	255	168
0	255	164
0	255	160
0	255	156
0	255	151
0	255	146
0	255	141
0	255	136
0	255	131
0	255	126
0	255	121
0	255	116
0	255	110
0	255	104
0	255	98
0	255	92
0	255	86
0	255	80
0	255	74
0	255	67
0	255	60
0	255	53
0	255	46
0	255	39
0	255	32
0	255	24
0	255	16
0	255	8
0	255	0
0	255	0
8	255	0
16	255	0
24	255	0
32	255	0
39	255	0
46	255	0
53	255	0
60	255	0
67	255	0
74	255	0
80	255	0
86	255	0
92	255	0
98	255	0
104	255	0
110	255	0
116	255	0
121	255	0
126	255	0
131	255	0
136	255	0
141	255	0
146	255	0
151	255	0
156	255	0
160	255	0
164	255	0
168	255	0
172	255	0
176	255	0
180	255	0
184	255	0
188	255	0
192	255	0
195	255	0
198	255	0
201	255	0
204	255	0
207	255	0
210	255	0
213	255	0
216	255	0
219	255	0
222	255	0
225	255	0
227	255	0
229	255	0
231	255	0
233	255	0
235	255	0
237	255	0
239	255	0
241	255	0
243	255	0
245	255	0
247	255	0
249	255	0
250	255	0
251	255	0
252	255	0
253	255	0
254	255	0
255	255	0
255	255	0
255	254	0
255	253	0
255	252	0
255	251	0
255	250	0
255	249	0
255	247	0
255	245	0
255	243	0
255	241	0
255	239	0
255	237	0
255	235	0
255	233	0
255	231	0
255	229	0
255	227	0
255	225	0
255	222	0
255	219	0
255	216	0
255	213	0
255	210	0
255	207	0
255	204	0
255	201	0
255	198	0
255	195	0
255	192	0
255	188	0
255	184	0
255	180	0
255	176	0
255	172	0
255	168	0
255	164	0
255	160	0
255	156	0
255	151	0
255	146	0
255	141	0
255	136	0
255	131	0
255	126	0
255	121	0
255	116	0
255	110	0
255	104	0
255	98	0
255	92	0
255	86	0
255	80	0
255	74	0
255	67	0
255	60	0
255	53	0
255	46	0
255	39	0
255	32	0
255	24	0
255	16	0
255	8	0
255	0	0
