11.040786,42.946537,0,,,11.04078596,42.94653734,,,59.856045,93.308968,1
50.565277,43.048847,0,,,59.85604595,93.3089683,,,62.571445,80.748917,1
16.969339,58.484512,0,,,50.5652782,43.04884747,,,69.628571,66.609528,1
39.683807,33.591099,0,,,62.57144715,80.74891702,,,86.324959,79.697868,1
50.825233,59.838692,0,,,16.969339,58.48451254,,,90.245041,97.430809,1
13.609476,27.929371,0,,,39.68380559,33.59109804,,,83.918129,71.52375,1
14.309994,25.05932,0,,,69.62857366,66.60952996,,,94.250748,80.353416,1
33.960831,48.610653,0,,,86.32495761,79.69786811,,,71.813942,90.888115,1
54.422268,54.283443,0,,,90.24504107,97.43080841,,,66.187584,103.920494,1
35.413425,44.508976,0,,,83.91812949,71.52375365,,,78.08651,75.313736,1
34.943012,25.275187,0,,,50.82523331,59.8386929,,,101.713943,72.323257,1
13.573606,61.477856,0,,,94.25074727,80.35341789,,,67.819496,83.12809,1
31.618414,48.080173,0,,,13.60947629,27.9293703,,,68.798737,69.31781,1
49.847408,35.111031,0,,,71.81393902,90.88811214,,,77.588371,79.7873,1
56.613071,29.234936,0,,,66.18758063,103.9204957,,,64.398247,93.573418,1
37.283466,55.470039,0,,,14.30999379,25.05932107,,,67.947319,80.869896,1
59.406898,62.069145,0,,,78.08651232,75.31373347,,,73.813873,103.054314,1
22.697727,51.92128,0,,,101.7139447,72.32325617,,,91.364891,72.023155,1
13.441544,56.422539,0,,,67.81949336,83.12808656,,,102.405365,83.906731,1
48.32576,29.525738,0,,,68.79873464,69.31781381,,,70.128357,88.336288,1
11.941289,60.13271,0,,,77.58837146,79.78730203,,,102.136513,66.416626,1
44.615654,60.428295,0,,,64.39824788,93.57341414,,,102.001503,81.566849,1
51.264912,41.285969,0,,,33.96083254,48.61065318,,,75.062622,68.726059,1
48.199596,44.167568,0,,,54.42226865,54.28344303,,,70.383354,75.163612,1
20.353922,40.276707,0,,,35.41342612,44.50897686,,,81.912292,69.515701,1
20.983414,37.594646,0,,,34.94301393,25.27518709,,,72.854965,102.510582,1
27.827795,53.666451,0,,,67.94731714,80.8698949,,,57.417133,75.451988,1
25.562487,37.605019,0,,,13.57360511,61.47785426,,,56.486393,104.42231,1
47.303696,61.757484,0,,,31.61841376,48.08017384,,,75.87001,73.409706,1
25.33017,47.673431,0,,,49.84740796,35.11103069,,,96.750343,85.36084,1
30.202452,44.331802,0,,,56.61307125,29.23493669,,,81.379387,77.463554,1
34.443424,49.868103,0,,,37.28346789,55.4700391,,,57.918743,74.222404,1
58.287655,35.238182,0,,,59.40690035,62.06914358,,,70.200142,96.71357,1
31.970984,48.87326,0,,,22.69772791,51.92127987,,,91.559441,84.737297,1
34.800808,61.611843,0,,,13.44154392,56.42254066,,,85.856422,69.387756,1
10.436612,36.294109,0,,,48.32575915,29.52573704,,,84.94133,94.22403,1
44.172832,54.55529,0,,,73.81387198,103.0543174,,,89.735207,101.484131,1
36.499176,53.195415,0,,,11.94128867,60.13270988,,,96.449234,102.019203,1
17.424898,60.246075,0,,,44.61565251,60.4282933,,,69.183609,92.594444,1
29.976046,43.474152,0,,,91.36489336,72.02315284,,,102.739761,93.161758,1
41.310665,24.576025,0,,,102.4053676,83.90673264,,,68.784119,71.872009,1
50.299782,24.673824,0,,,51.26491204,41.28596985,,,100.912773,89.035858,1
10.444636,37.732822,0,,,48.19959798,44.16757011,,,64.00119,71.122879,1
55.326302,28.35063,0,,,70.12835548,88.33628494,,,58.940174,88.999504,1
56.383858,29.283213,0,,,102.1365162,66.41662918,,,99.899796,73.370827,1
55.250904,57.214573,0,,,102.0015046,81.56685021,,,101.308434,84.552055,1
29.993277,58.080341,0,,,75.06262098,68.72605798,,,96.483902,95.479797,1
39.254116,27.935345,0,,,20.35392119,40.27670695,,,102.791466,90.875481,1
37.832157,52.820625,0,,,70.38335364,75.16360967,,,71.589958,93.99353,1
11.909976,55.330521,0,,,81.91229629,69.51569832,,,101.450905,88.407043,1
54.164387,55.891094,0,,,72.85496721,102.5105795,,,56.230412,80.68689,1
56.943268,36.646614,0,,,57.41713383,75.45198583,,,54.762657,73.057953,1
56.240204,55.766659,0,,,56.48639397,104.4223104,,,91.48362,101.451668,1
39.145229,58.99873,0,,,75.87001135,73.40970879,,,55.364632,75.998543,1
