59.856045 ,93.308968 ,1
62.571445 ,80.748917 ,1
69.628571 ,66.609528 ,1
86.324959 ,79.697868 ,1
90.245041 ,97.430809 ,1
83.918129 ,71.523750 ,1
94.250748 ,80.353416 ,1
71.813942 ,90.888115 ,1
66.187584 ,103.920494 ,1
78.086510 ,75.313736 ,1
101.713943 ,72.323257 ,1
67.819496 ,83.128090 ,1
68.798737 ,69.317810 ,1
77.588371 ,79.787300 ,1
64.398247 ,93.573418 ,1
67.947319 ,80.869896 ,1
73.813873 ,103.054314 ,1
91.364891 ,72.023155 ,1
102.405365 ,83.906731 ,1
70.128357 ,88.336288 ,1
102.136513 ,66.416626 ,1
102.001503 ,81.566849 ,1
75.062622 ,68.726059 ,1
70.383354 ,75.163612 ,1
81.912292 ,69.515701 ,1
72.854965 ,102.510582 ,1
57.417133 ,75.451988 ,1
56.486393 ,104.422310 ,1
75.870010 ,73.409706 ,1
96.750343 ,85.360840 ,1
81.379387 ,77.463554 ,1
57.918743 ,74.222404 ,1
70.200142 ,96.713570 ,1
91.559441 ,84.737297 ,1
85.856422 ,69.387756 ,1
84.941330 ,94.224030 ,1
89.735207 ,101.484131 ,1
96.449234 ,102.019203 ,1
69.183609 ,92.594444 ,1
102.739761 ,93.161758 ,1
68.784119 ,71.872009 ,1
100.912773 ,89.035858 ,1
64.001190 ,71.122879 ,1
58.940174 ,88.999504 ,1
99.899796 ,73.370827 ,1
101.308434 ,84.552055 ,1
96.483902 ,95.479797 ,1
102.791466 ,90.875481 ,1
71.589958 ,93.993530 ,1
101.450905 ,88.407043 ,1
56.230412 ,80.686890 ,1
54.762657 ,73.057953 ,1
91.483620 ,101.451668 ,1
55.364632 ,75.998543 ,1
65.275818 ,84.950073 ,1
68.107407 ,85.105957 ,1
99.164978 ,82.776382 ,1
71.641014 ,75.745918 ,1
101.873528 ,78.635529 ,1
82.506042 ,80.719635 ,1
74.503403 ,71.157448 ,1
91.207161 ,104.416580 ,1
98.316368 ,100.722115 ,1
79.950790 ,72.266464 ,1
63.045361 ,105.410835 ,1
69.941635 ,88.698601 ,1
82.725761 ,67.778687 ,1
77.043365 ,93.949913 ,1
102.840904 ,80.687500 ,1
100.343994 ,68.408226 ,1
78.094048 ,89.677826 ,1
76.759918 ,88.250870 ,1
83.921638 ,92.923149 ,1
58.672379 ,97.895676 ,1
55.982506 ,76.097153 ,1
56.449543 ,101.836800 ,1
70.832756 ,97.879036 ,1
88.359184 ,72.738174 ,1
60.747997 ,86.691628 ,1
99.758865 ,105.641502 ,1
102.778152 ,73.969582 ,1
88.717682 ,68.019707 ,1
67.265518 ,78.693123 ,1
86.753380 ,101.728470 ,1
56.770885 ,72.315979 ,1
77.662575 ,96.672523 ,1
79.123085 ,67.389854 ,1
102.442757 ,73.801987 ,1
82.808258 ,73.351051 ,1
102.801315 ,75.454048 ,1
66.604172 ,103.790604 ,1
82.795052 ,80.898674 ,1
57.506294 ,70.967369 ,1
61.736378 ,82.922974 ,1
62.600727 ,70.345360 ,1
91.118553 ,102.352478 ,1
82.453842 ,98.237701 ,1
78.047195 ,84.473404 ,1
57.369644 ,96.255730 ,1
77.715218 ,68.942322 ,1
78.661606 ,90.344284 ,1
95.069908 ,93.183815 ,1
54.250042 ,79.842972 ,1
69.347206 ,96.264854 ,1
77.556175 ,69.142868 ,1
80.072319 ,82.741096 ,1
76.182121 ,89.968224 ,1
